country,date,confirmed,recovered,deaths,first_date,population,density,median_age,urban_population,confirmed_change,deaths_change,recovered_change,days_since_first_case
Luxembourg,2020-03-14,51,0,1,2020-03-17,625978,242,40,0.88,17,1,0,-3
Luxembourg,2020-04-04,2729,500,31,2020-03-17,625978,242,40,0.88,117,0,0,18
Luxembourg,2020-03-19,335,0,4,2020-03-17,625978,242,40,0.88,132,2,0,2
Luxembourg,2020-04-02,2487,80,30,2020-03-17,625978,242,40,0.88,168,1,0,16
Luxembourg,2020-03-20,484,0,4,2020-03-17,625978,242,40,0.88,149,0,0,3
Luxembourg,2020-03-08,3,0,0,2020-03-17,625978,242,40,0.88,1,0,0,-9
Luxembourg,2020-03-22,798,6,8,2020-03-17,625978,242,40,0.88,128,0,6,5
Luxembourg,2020-03-18,203,0,2,2020-03-17,625978,242,40,0.88,63,1,0,1
Luxembourg,2020-03-10,5,0,0,2020-03-17,625978,242,40,0.88,2,0,0,-7
Luxembourg,2020-03-04,1,0,0,2020-03-17,625978,242,40,0.88,0,0,0,-13
Luxembourg,2020-04-07,2970,500,44,2020-03-17,625978,242,40,0.88,127,3,0,21
Luxembourg,2020-03-23,875,6,8,2020-03-17,625978,242,40,0.88,77,0,0,6
Luxembourg,2020-03-24,1099,6,8,2020-03-17,625978,242,40,0.88,224,0,0,7
Luxembourg,2020-04-06,2843,500,41,2020-03-17,625978,242,40,0.88,39,5,0,20
Luxembourg,2020-02-29,1,0,0,2020-03-17,625978,242,40,0.88,1,0,0,-17
Luxembourg,2020-03-02,1,0,0,2020-03-17,625978,242,40,0.88,0,0,0,-15
Luxembourg,2020-03-17,140,0,1,2020-03-17,625978,242,40,0.88,63,0,0,0
Luxembourg,2020-03-01,1,0,0,2020-03-17,625978,242,40,0.88,0,0,0,-16
Luxembourg,2020-03-15,59,0,1,2020-03-17,625978,242,40,0.88,8,0,0,-2
Luxembourg,2020-03-29,1950,40,21,2020-03-17,625978,242,40,0.88,119,3,0,12
Luxembourg,2020-03-09,3,0,0,2020-03-17,625978,242,40,0.88,0,0,0,-8
Luxembourg,2020-03-16,77,0,1,2020-03-17,625978,242,40,0.88,18,0,0,-1
Luxembourg,2020-03-31,2178,80,23,2020-03-17,625978,242,40,0.88,190,1,40,14
Luxembourg,2020-03-27,1605,40,15,2020-03-17,625978,242,40,0.88,152,6,34,10
Luxembourg,2020-04-01,2319,80,29,2020-03-17,625978,242,40,0.88,141,6,0,15
Luxembourg,2020-03-30,1988,40,22,2020-03-17,625978,242,40,0.88,38,1,0,13
Luxembourg,2020-04-05,2804,500,36,2020-03-17,625978,242,40,0.88,75,5,0,19
Luxembourg,2020-03-06,2,0,0,2020-03-17,625978,242,40,0.88,1,0,0,-11
Luxembourg,2020-03-13,34,0,0,2020-03-17,625978,242,40,0.88,15,0,0,-4
Luxembourg,2020-03-07,2,0,0,2020-03-17,625978,242,40,0.88,0,0,0,-10
Luxembourg,2020-03-28,1831,40,18,2020-03-17,625978,242,40,0.88,226,3,0,11
Luxembourg,2020-03-21,670,0,8,2020-03-17,625978,242,40,0.88,186,4,0,4
Luxembourg,2020-03-25,1333,6,8,2020-03-17,625978,242,40,0.88,234,0,0,8
Luxembourg,2020-03-26,1453,6,9,2020-03-17,625978,242,40,0.88,120,1,0,9
Luxembourg,2020-03-05,1,0,0,2020-03-17,625978,242,40,0.88,0,0,0,-12
Romania,2020-03-16,158,9,0,2020-03-14,19237691,84,43,0.55,27,0,0,2
Romania,2020-03-31,2245,220,82,2020-03-14,19237691,84,43,0.55,136,17,11,17
Romania,2020-04-04,3613,329,146,2020-03-14,19237691,84,43,0.55,430,13,46,21
Romania,2020-03-20,308,25,0,2020-03-14,19237691,84,43,0.55,31,0,0,6
Romania,2020-03-28,1452,139,37,2020-03-14,19237691,84,43,0.55,160,11,24,14
Romania,2020-03-09,15,3,0,2020-03-14,19237691,84,43,0.55,0,0,0,-5
Romania,2020-03-06,9,1,0,2020-03-14,19237691,84,43,0.55,3,0,0,-8
Romania,2020-03-30,2109,209,65,2020-03-14,19237691,84,43,0.55,294,22,3,16
Romania,2020-03-13,89,7,0,2020-03-14,19237691,84,43,0.55,40,0,1,-1
Romania,2020-04-06,4057,406,176,2020-03-14,19237691,84,43,0.55,193,25,32,23
Romania,2020-02-29,3,0,0,2020-03-14,19237691,84,43,0.55,0,0,0,-14
Romania,2020-03-26,1029,94,23,2020-03-14,19237691,84,43,0.55,123,6,8,12
Romania,2020-04-05,3864,374,151,2020-03-14,19237691,84,43,0.55,251,5,45,22
Romania,2020-03-08,15,3,0,2020-03-14,19237691,84,43,0.55,6,0,0,-6
Romania,2020-03-07,9,3,0,2020-03-14,19237691,84,43,0.55,0,0,2,-7
Romania,2020-03-12,49,6,0,2020-03-14,19237691,84,43,0.55,4,0,0,-2
Romania,2020-04-03,3183,283,133,2020-03-14,19237691,84,43,0.55,445,18,16,20
Romania,2020-03-03,3,0,0,2020-03-14,19237691,84,43,0.55,0,0,0,-11
Romania,2020-03-04,4,1,0,2020-03-14,19237691,84,43,0.55,1,0,1,-10
Romania,2020-03-24,794,79,11,2020-03-14,19237691,84,43,0.55,218,4,6,10
Romania,2020-04-01,2460,252,92,2020-03-14,19237691,84,43,0.55,215,10,32,18
Romania,2020-03-22,433,64,3,2020-03-14,19237691,84,43,0.55,66,3,12,8
Romania,2020-03-02,3,0,0,2020-03-14,19237691,84,43,0.55,0,0,0,-12
Romania,2020-03-25,906,86,17,2020-03-14,19237691,84,43,0.55,112,6,7,11
Romania,2020-03-05,6,1,0,2020-03-14,19237691,84,43,0.55,2,0,0,-9
Romania,2020-03-14,123,9,0,2020-03-14,19237691,84,43,0.55,34,0,2,0
Romania,2020-03-17,184,16,0,2020-03-14,19237691,84,43,0.55,26,0,7,3
Romania,2020-03-29,1815,206,43,2020-03-14,19237691,84,43,0.55,363,6,67,15
Romania,2020-04-02,2738,267,115,2020-03-14,19237691,84,43,0.55,278,23,15,19
Romania,2020-03-10,25,3,0,2020-03-14,19237691,84,43,0.55,10,0,0,-4
Romania,2020-03-18,260,19,0,2020-03-14,19237691,84,43,0.55,76,0,3,4
Romania,2020-02-27,1,0,0,2020-03-14,19237691,84,43,0.55,0,0,0,-16
Romania,2020-02-28,3,0,0,2020-03-14,19237691,84,43,0.55,2,0,0,-15
Romania,2020-03-19,277,25,0,2020-03-14,19237691,84,43,0.55,17,0,6,5
Romania,2020-03-23,576,73,7,2020-03-14,19237691,84,43,0.55,143,4,9,9
Romania,2020-03-11,45,6,0,2020-03-14,19237691,84,43,0.55,20,0,3,-3
Romania,2020-03-15,131,9,0,2020-03-14,19237691,84,43,0.55,8,0,0,1
Romania,2020-04-07,4417,460,197,2020-03-14,19237691,84,43,0.55,360,21,54,24
Romania,2020-03-01,3,0,0,2020-03-14,19237691,84,43,0.55,0,0,0,-13
Romania,2020-03-27,1292,115,26,2020-03-14,19237691,84,43,0.55,263,3,21,13
Romania,2020-03-21,367,52,0,2020-03-14,19237691,84,43,0.55,59,0,27,7
Romania,2020-02-26,1,0,0,2020-03-14,19237691,84,43,0.55,1,0,0,-17
Austria,2020-03-09,131,2,0,2020-03-08,9006398,109,43,0.57,27,0,2,1
Austria,2020-03-17,1332,6,3,2020-03-08,9006398,109,43,0.57,314,0,0,9
Austria,2020-03-07,79,0,0,2020-03-08,9006398,109,43,0.57,24,0,0,-1
Austria,2020-04-04,11781,2507,186,2020-03-08,9006398,109,43,0.57,257,18,485,27
Austria,2020-02-25,2,0,0,2020-03-08,9006398,109,43,0.57,2,0,0,-12
Austria,2020-03-21,2814,9,8,2020-03-08,9006398,109,43,0.57,426,2,0,13
Austria,2020-03-25,5588,9,30,2020-03-08,9006398,109,43,0.57,305,2,0,17
Austria,2020-03-19,2013,9,6,2020-03-08,9006398,109,43,0.57,367,2,0,11
Austria,2020-03-06,55,0,0,2020-03-08,9006398,109,43,0.57,14,0,0,-2
Austria,2020-04-07,12639,4046,243,2020-03-08,9006398,109,43,0.57,342,23,583,30
Austria,2020-03-29,8788,479,86,2020-03-08,9006398,109,43,0.57,517,18,254,21
Austria,2020-03-04,29,0,0,2020-03-08,9006398,109,43,0.57,8,0,0,-4
Austria,2020-03-28,8271,225,68,2020-03-08,9006398,109,43,0.57,614,10,0,20
Austria,2020-04-03,11524,2022,168,2020-03-08,9006398,109,43,0.57,395,10,273,26
Austria,2020-02-28,3,0,0,2020-03-08,9006398,109,43,0.57,0,0,0,-9
Austria,2020-03-15,860,6,1,2020-03-08,9006398,109,43,0.57,205,0,0,7
Austria,2020-03-30,9618,636,108,2020-03-08,9006398,109,43,0.57,830,22,157,22
Austria,2020-03-31,10180,1095,128,2020-03-08,9006398,109,43,0.57,562,20,459,23
Austria,2020-04-05,12051,2998,204,2020-03-08,9006398,109,43,0.57,270,18,491,28
Austria,2020-04-02,11129,1749,158,2020-03-08,9006398,109,43,0.57,418,12,313,25
Austria,2020-03-20,2388,9,6,2020-03-08,9006398,109,43,0.57,375,0,0,12
Austria,2020-03-03,21,0,0,2020-03-08,9006398,109,43,0.57,3,0,0,-5
Austria,2020-03-13,504,6,1,2020-03-08,9006398,109,43,0.57,202,0,2,5
Austria,2020-04-06,12297,3463,220,2020-03-08,9006398,109,43,0.57,246,16,465,29
Austria,2020-02-29,9,0,0,2020-03-08,9006398,109,43,0.57,6,0,0,-8
Austria,2020-03-24,5283,9,28,2020-03-08,9006398,109,43,0.57,809,7,0,16
Austria,2020-02-26,2,0,0,2020-03-08,9006398,109,43,0.57,0,0,0,-11
Austria,2020-03-27,7657,225,58,2020-03-08,9006398,109,43,0.57,748,9,113,19
Austria,2020-03-12,302,4,1,2020-03-08,9006398,109,43,0.57,56,1,0,4
Austria,2020-03-16,1018,6,3,2020-03-08,9006398,109,43,0.57,158,2,0,8
Austria,2020-04-01,10711,1436,146,2020-03-08,9006398,109,43,0.57,531,18,341,24
Austria,2020-03-05,41,0,0,2020-03-08,9006398,109,43,0.57,12,0,0,-3
Austria,2020-03-08,104,0,0,2020-03-08,9006398,109,43,0.57,25,0,0,0
Austria,2020-03-22,3580,9,16,2020-03-08,9006398,109,43,0.57,766,8,0,14
Austria,2020-03-23,4474,9,21,2020-03-08,9006398,109,43,0.57,894,5,0,15
Austria,2020-03-26,6909,112,49,2020-03-08,9006398,109,43,0.57,1321,19,103,18
Austria,2020-03-02,18,0,0,2020-03-08,9006398,109,43,0.57,4,0,0,-6
Austria,2020-03-18,1646,9,4,2020-03-08,9006398,109,43,0.57,314,1,3,10
Austria,2020-03-11,246,4,0,2020-03-08,9006398,109,43,0.57,64,0,0,3
Austria,2020-03-10,182,4,0,2020-03-08,9006398,109,43,0.57,51,0,2,2
Austria,2020-03-01,14,0,0,2020-03-08,9006398,109,43,0.57,5,0,0,-7
Austria,2020-02-27,3,0,0,2020-03-08,9006398,109,43,0.57,1,0,0,-10
Austria,2020-03-14,655,6,1,2020-03-08,9006398,109,43,0.57,151,0,0,6
Sweden,2020-02-21,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-14
Sweden,2020-03-04,35,0,0,2020-03-06,10099265,25,41,0.88,14,0,0,-2
Sweden,2020-03-07,161,0,0,2020-03-06,10099265,25,41,0.88,60,0,0,1
Sweden,2020-03-15,1022,1,3,2020-03-06,10099265,25,41,0.88,61,1,0,9
Sweden,2020-02-29,12,0,0,2020-03-06,10099265,25,41,0.88,5,0,0,-6
Sweden,2020-04-06,7206,205,477,2020-03-06,10099265,25,41,0.88,376,76,0,31
Sweden,2020-03-17,1190,1,7,2020-03-06,10099265,25,41,0.88,87,1,0,11
Sweden,2020-03-11,500,1,1,2020-03-06,10099265,25,41,0.88,145,1,0,5
Sweden,2020-03-20,1639,16,16,2020-03-06,10099265,25,41,0.88,200,5,0,14
Sweden,2020-02-03,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-32
Sweden,2020-02-06,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-29
Sweden,2020-03-12,599,1,1,2020-03-06,10099265,25,41,0.88,99,0,0,6
Sweden,2020-03-21,1763,16,20,2020-03-06,10099265,25,41,0.88,124,4,0,15
Sweden,2020-03-27,3069,16,105,2020-03-06,10099265,25,41,0.88,229,28,0,21
Sweden,2020-02-10,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-25
Sweden,2020-02-11,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-24
Sweden,2020-02-12,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-23
Sweden,2020-02-19,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-16
Sweden,2020-03-28,3447,16,105,2020-03-06,10099265,25,41,0.88,378,0,0,22
Sweden,2020-04-04,6443,205,373,2020-03-06,10099265,25,41,0.88,312,15,0,29
Sweden,2020-03-13,814,1,1,2020-03-06,10099265,25,41,0.88,215,0,0,7
Sweden,2020-02-09,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-26
Sweden,2020-04-03,6131,205,358,2020-03-06,10099265,25,41,0.88,563,50,102,28
Sweden,2020-02-27,7,0,0,2020-03-06,10099265,25,41,0.88,5,0,0,-8
Sweden,2020-03-16,1103,1,6,2020-03-06,10099265,25,41,0.88,81,3,0,10
Sweden,2020-04-02,5568,103,308,2020-03-06,10099265,25,41,0.88,621,69,0,27
Sweden,2020-02-02,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-33
Sweden,2020-03-08,203,0,0,2020-03-06,10099265,25,41,0.88,42,0,0,2
Sweden,2020-03-29,3700,16,110,2020-03-06,10099265,25,41,0.88,253,5,0,23
Sweden,2020-02-28,7,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-7
Sweden,2020-01-31,1,0,0,2020-03-06,10099265,25,41,0.88,1,0,0,-35
Sweden,2020-02-08,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-27
Sweden,2020-03-23,2046,16,25,2020-03-06,10099265,25,41,0.88,115,4,0,17
Sweden,2020-03-19,1439,16,11,2020-03-06,10099265,25,41,0.88,160,1,15,13
Sweden,2020-03-22,1931,16,21,2020-03-06,10099265,25,41,0.88,168,1,0,16
Sweden,2020-04-07,7693,205,591,2020-03-06,10099265,25,41,0.88,487,114,0,32
Sweden,2020-03-06,101,0,0,2020-03-06,10099265,25,41,0.88,7,0,0,0
Sweden,2020-03-01,14,0,0,2020-03-06,10099265,25,41,0.88,2,0,0,-5
Sweden,2020-03-09,248,1,0,2020-03-06,10099265,25,41,0.88,45,0,1,3
Sweden,2020-04-05,6830,205,401,2020-03-06,10099265,25,41,0.88,387,28,0,30
Sweden,2020-02-14,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-21
Sweden,2020-02-24,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-11
Sweden,2020-03-24,2286,16,36,2020-03-06,10099265,25,41,0.88,240,11,0,18
Sweden,2020-03-25,2526,16,62,2020-03-06,10099265,25,41,0.88,240,26,0,19
Sweden,2020-03-14,961,1,2,2020-03-06,10099265,25,41,0.88,147,1,0,8
Sweden,2020-03-31,4435,16,180,2020-03-06,10099265,25,41,0.88,407,34,0,25
Sweden,2020-02-15,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-20
Sweden,2020-03-05,94,0,0,2020-03-06,10099265,25,41,0.88,59,0,0,-1
Sweden,2020-02-18,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-17
Sweden,2020-02-23,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-12
Sweden,2020-03-02,15,0,0,2020-03-06,10099265,25,41,0.88,1,0,0,-4
Sweden,2020-02-17,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-18
Sweden,2020-03-10,355,1,0,2020-03-06,10099265,25,41,0.88,107,0,0,4
Sweden,2020-03-26,2840,16,77,2020-03-06,10099265,25,41,0.88,314,15,0,20
Sweden,2020-02-04,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-31
Sweden,2020-02-07,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-28
Sweden,2020-02-13,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-22
Sweden,2020-04-01,4947,103,239,2020-03-06,10099265,25,41,0.88,512,59,87,26
Sweden,2020-02-16,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-19
Sweden,2020-03-30,4028,16,146,2020-03-06,10099265,25,41,0.88,328,36,0,24
Sweden,2020-02-25,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-10
Sweden,2020-02-26,2,0,0,2020-03-06,10099265,25,41,0.88,1,0,0,-9
Sweden,2020-03-03,21,0,0,2020-03-06,10099265,25,41,0.88,6,0,0,-3
Sweden,2020-02-01,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-34
Sweden,2020-02-20,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-15
Sweden,2020-02-22,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-13
Sweden,2020-03-18,1279,1,10,2020-03-06,10099265,25,41,0.88,89,3,0,12
Sweden,2020-02-05,1,0,0,2020-03-06,10099265,25,41,0.88,0,0,0,-30
South Korea,2020-03-13,7979,510,66,2020-02-20,51269185,527,44,0.82,110,0,177,22
South Korea,2020-01-24,2,0,0,2020-02-20,51269185,527,44,0.82,1,0,0,-27
South Korea,2020-02-08,24,1,0,2020-02-20,51269185,527,44,0.82,0,0,0,-12
South Korea,2020-02-15,28,9,0,2020-02-20,51269185,527,44,0.82,0,0,2,-5
South Korea,2020-03-09,7478,135,53,2020-02-20,51269185,527,44,0.82,164,3,0,18
South Korea,2020-03-10,7513,247,54,2020-02-20,51269185,527,44,0.82,35,1,112,19
South Korea,2020-02-11,28,3,0,2020-02-20,51269185,527,44,0.82,1,0,0,-9
South Korea,2020-02-18,31,12,0,2020-02-20,51269185,527,44,0.82,1,0,2,-2
South Korea,2020-03-06,6593,135,42,2020-02-20,51269185,527,44,0.82,505,7,94,15
South Korea,2020-02-28,2337,22,13,2020-02-20,51269185,527,44,0.82,571,0,0,8
South Korea,2020-03-08,7314,135,50,2020-02-20,51269185,527,44,0.82,273,6,0,17
South Korea,2020-03-16,8236,1137,75,2020-02-20,51269185,527,44,0.82,74,0,627,25
South Korea,2020-03-19,8565,1540,91,2020-02-20,51269185,527,44,0.82,152,7,0,28
South Korea,2020-01-30,4,0,0,2020-02-20,51269185,527,44,0.82,0,0,0,-21
South Korea,2020-02-06,23,0,0,2020-02-20,51269185,527,44,0.82,4,0,0,-14
South Korea,2020-02-13,28,7,0,2020-02-20,51269185,527,44,0.82,0,0,0,-7
South Korea,2020-02-12,28,7,0,2020-02-20,51269185,527,44,0.82,0,0,4,-8
South Korea,2020-02-25,977,22,10,2020-02-20,51269185,527,44,0.82,144,2,4,5
South Korea,2020-01-27,4,0,0,2020-02-20,51269185,527,44,0.82,1,0,0,-24
South Korea,2020-02-14,28,7,0,2020-02-20,51269185,527,44,0.82,0,0,0,-6
South Korea,2020-02-10,27,3,0,2020-02-20,51269185,527,44,0.82,2,0,0,-10
South Korea,2020-01-22,1,0,0,2020-02-20,51269185,527,44,0.82,1,0,0,-29
South Korea,2020-02-23,602,18,6,2020-02-20,51269185,527,44,0.82,169,4,2,3
South Korea,2020-03-23,8961,3166,111,2020-02-20,51269185,527,44,0.82,64,7,257,32
South Korea,2020-02-21,204,16,2,2020-02-20,51269185,527,44,0.82,100,1,0,1
South Korea,2020-02-29,3150,27,16,2020-02-20,51269185,527,44,0.82,813,3,5,9
South Korea,2020-04-06,10284,6598,186,2020-02-20,51269185,527,44,0.82,47,3,135,46
South Korea,2020-02-22,433,16,2,2020-02-20,51269185,527,44,0.82,229,0,0,2
South Korea,2020-03-30,9661,5228,158,2020-02-20,51269185,527,44,0.82,78,6,195,39
South Korea,2020-03-31,9786,5408,162,2020-02-20,51269185,527,44,0.82,125,4,180,40
South Korea,2020-01-23,1,0,0,2020-02-20,51269185,527,44,0.82,0,0,0,-28
South Korea,2020-01-29,4,0,0,2020-02-20,51269185,527,44,0.82,0,0,0,-22
South Korea,2020-02-05,19,0,0,2020-02-20,51269185,527,44,0.82,3,0,0,-15
South Korea,2020-03-05,6088,41,35,2020-02-20,51269185,527,44,0.82,467,0,0,14
South Korea,2020-04-04,10156,6325,177,2020-02-20,51269185,527,44,0.82,94,3,304,44
South Korea,2020-03-29,9583,5033,152,2020-02-20,51269185,527,44,0.82,105,8,222,38
South Korea,2020-02-09,25,3,0,2020-02-20,51269185,527,44,0.82,1,0,2,-11
South Korea,2020-02-26,1261,22,12,2020-02-20,51269185,527,44,0.82,284,2,0,6
South Korea,2020-04-02,9976,5828,169,2020-02-20,51269185,527,44,0.82,89,4,261,42
South Korea,2020-03-20,8652,1540,94,2020-02-20,51269185,527,44,0.82,87,3,0,29
South Korea,2020-03-22,8897,2909,104,2020-02-20,51269185,527,44,0.82,98,2,1369,31
South Korea,2020-02-20,104,16,1,2020-02-20,51269185,527,44,0.82,73,1,4,0
South Korea,2020-03-14,8086,510,72,2020-02-20,51269185,527,44,0.82,107,6,0,23
South Korea,2020-03-25,9137,3730,126,2020-02-20,51269185,527,44,0.82,100,6,223,34
South Korea,2020-03-01,3736,30,17,2020-02-20,51269185,527,44,0.82,586,1,3,10
South Korea,2020-04-01,9887,5567,165,2020-02-20,51269185,527,44,0.82,101,3,159,41
South Korea,2020-03-07,7041,135,44,2020-02-20,51269185,527,44,0.82,448,2,0,16
South Korea,2020-03-26,9241,4144,131,2020-02-20,51269185,527,44,0.82,104,5,414,35
South Korea,2020-02-01,12,0,0,2020-02-20,51269185,527,44,0.82,1,0,0,-19
South Korea,2020-03-02,4335,30,28,2020-02-20,51269185,527,44,0.82,599,11,0,11
South Korea,2020-03-17,8320,1407,81,2020-02-20,51269185,527,44,0.82,84,6,270,26
South Korea,2020-04-03,10062,6021,174,2020-02-20,51269185,527,44,0.82,86,5,193,43
South Korea,2020-03-27,9332,4528,139,2020-02-20,51269185,527,44,0.82,91,8,384,36
South Korea,2020-04-05,10237,6463,183,2020-02-20,51269185,527,44,0.82,81,6,138,45
South Korea,2020-04-07,10331,6694,192,2020-02-20,51269185,527,44,0.82,47,6,96,47
South Korea,2020-03-12,7869,333,66,2020-02-20,51269185,527,44,0.82,114,6,45,21
South Korea,2020-03-24,9037,3507,120,2020-02-20,51269185,527,44,0.82,76,9,341,33
South Korea,2020-01-28,4,0,0,2020-02-20,51269185,527,44,0.82,0,0,0,-23
South Korea,2020-02-24,833,18,8,2020-02-20,51269185,527,44,0.82,231,2,0,4
South Korea,2020-02-02,15,0,0,2020-02-20,51269185,527,44,0.82,3,0,0,-18
South Korea,2020-03-04,5621,41,35,2020-02-20,51269185,527,44,0.82,435,7,11,13
South Korea,2020-01-31,11,0,0,2020-02-20,51269185,527,44,0.82,7,0,0,-20
South Korea,2020-02-04,16,0,0,2020-02-20,51269185,527,44,0.82,1,0,0,-16
South Korea,2020-03-11,7755,288,60,2020-02-20,51269185,527,44,0.82,242,6,41,20
South Korea,2020-03-15,8162,510,75,2020-02-20,51269185,527,44,0.82,76,3,0,24
South Korea,2020-03-28,9478,4811,144,2020-02-20,51269185,527,44,0.82,146,5,283,37
South Korea,2020-03-03,5186,30,28,2020-02-20,51269185,527,44,0.82,851,0,0,12
South Korea,2020-01-25,2,0,0,2020-02-20,51269185,527,44,0.82,0,0,0,-26
South Korea,2020-01-26,3,0,0,2020-02-20,51269185,527,44,0.82,1,0,0,-25
South Korea,2020-02-07,24,1,0,2020-02-20,51269185,527,44,0.82,1,0,1,-13
South Korea,2020-03-18,8413,1540,84,2020-02-20,51269185,527,44,0.82,93,3,133,27
South Korea,2020-02-19,31,12,0,2020-02-20,51269185,527,44,0.82,0,0,0,-1
South Korea,2020-03-21,8799,1540,102,2020-02-20,51269185,527,44,0.82,147,8,0,30
South Korea,2020-02-03,15,0,0,2020-02-20,51269185,527,44,0.82,0,0,0,-17
South Korea,2020-02-16,29,9,0,2020-02-20,51269185,527,44,0.82,1,0,0,-4
South Korea,2020-02-17,30,10,0,2020-02-20,51269185,527,44,0.82,1,0,1,-3
South Korea,2020-02-27,1766,22,13,2020-02-20,51269185,527,44,0.82,505,1,0,7
Taiwan,2020-02-08,17,1,0,2020-03-18,23816775,673,42,0.79,1,0,0,-39
Taiwan,2020-02-18,22,2,1,2020-03-18,23816775,673,42,0.79,0,0,0,-29
Taiwan,2020-02-19,23,2,1,2020-03-18,23816775,673,42,0.79,1,0,0,-28
Taiwan,2020-04-07,376,57,5,2020-03-18,23816775,673,42,0.79,3,0,0,20
Taiwan,2020-03-01,40,9,1,2020-03-18,23816775,673,42,0.79,1,0,0,-17
Taiwan,2020-03-09,45,15,1,2020-03-18,23816775,673,42,0.79,0,0,2,-9
Taiwan,2020-03-30,306,39,5,2020-03-18,23816775,673,42,0.79,8,3,9,12
Taiwan,2020-03-15,59,20,1,2020-03-18,23816775,673,42,0.79,6,0,0,-3
Taiwan,2020-03-16,67,20,1,2020-03-18,23816775,673,42,0.79,8,0,0,-2
Taiwan,2020-02-16,20,2,1,2020-03-18,23816775,673,42,0.79,2,1,0,-31
Taiwan,2020-02-27,32,5,1,2020-03-18,23816775,673,42,0.79,0,0,0,-20
Taiwan,2020-02-04,11,0,0,2020-03-18,23816775,673,42,0.79,1,0,0,-43
Taiwan,2020-02-23,28,2,1,2020-03-18,23816775,673,42,0.79,2,0,0,-24
Taiwan,2020-03-07,45,12,1,2020-03-18,23816775,673,42,0.79,0,0,0,-11
Taiwan,2020-01-22,1,0,0,2020-03-18,23816775,673,42,0.79,1,0,0,-56
Taiwan,2020-03-31,322,39,5,2020-03-18,23816775,673,42,0.79,16,0,0,13
Taiwan,2020-04-04,355,50,5,2020-03-18,23816775,673,42,0.79,7,0,0,17
Taiwan,2020-02-02,10,0,0,2020-03-18,23816775,673,42,0.79,0,0,0,-45
Taiwan,2020-02-13,18,1,0,2020-03-18,23816775,673,42,0.79,0,0,0,-34
Taiwan,2020-03-22,169,28,2,2020-03-18,23816775,673,42,0.79,16,0,0,4
Taiwan,2020-01-25,3,0,0,2020-03-18,23816775,673,42,0.79,0,0,0,-53
Taiwan,2020-02-25,31,5,1,2020-03-18,23816775,673,42,0.79,1,0,0,-22
Taiwan,2020-03-08,45,13,1,2020-03-18,23816775,673,42,0.79,0,0,1,-10
Taiwan,2020-01-23,1,0,0,2020-03-18,23816775,673,42,0.79,0,0,0,-55
Taiwan,2020-03-06,45,12,1,2020-03-18,23816775,673,42,0.79,1,0,0,-12
Taiwan,2020-03-17,77,22,1,2020-03-18,23816775,673,42,0.79,10,0,2,-1
Taiwan,2020-03-28,283,30,2,2020-03-18,23816775,673,42,0.79,16,0,1,10
Taiwan,2020-02-03,10,0,0,2020-03-18,23816775,673,42,0.79,0,0,0,-44
Taiwan,2020-02-09,18,1,0,2020-03-18,23816775,673,42,0.79,1,0,0,-38
Taiwan,2020-02-22,26,2,1,2020-03-18,23816775,673,42,0.79,0,0,0,-25
Taiwan,2020-02-28,34,6,1,2020-03-18,23816775,673,42,0.79,2,0,1,-19
Taiwan,2020-03-23,195,28,2,2020-03-18,23816775,673,42,0.79,26,0,0,5
Taiwan,2020-02-05,11,0,0,2020-03-18,23816775,673,42,0.79,0,0,0,-42
Taiwan,2020-02-21,26,2,1,2020-03-18,23816775,673,42,0.79,2,0,0,-26
Taiwan,2020-01-24,3,0,0,2020-03-18,23816775,673,42,0.79,2,0,0,-54
Taiwan,2020-03-03,42,12,1,2020-03-18,23816775,673,42,0.79,1,0,0,-15
Taiwan,2020-02-01,10,0,0,2020-03-18,23816775,673,42,0.79,0,0,0,-46
Taiwan,2020-03-13,50,20,1,2020-03-18,23816775,673,42,0.79,1,0,0,-5
